ID,Name_lang
40134,召唤奥术元素
40136,"Lightning Cloud"
40140,船只
40142," Increase Spell Dam 205"
40143,"Legion Ring - Fel Imp Transform"
40146,"Cosmetic - Legion Ring Green Lightning"
40147,"Rock Torrent"
40151,"Increase Healing 382"
40152,ZingTemp
40153,"Area Ping (Ghost)"
40154,"Old Mount Spell"
40156,风之精华
40157,灵魂长枪
40158,"Cosmetic - Visual Shell Shield"
40159,"crystal man visual"
40162,"Bombing Run: Explosion Visual"
40163,Teleport
40164,召唤雕像
40168,"Attack Power - Feral (+0647)"
40169,"Simon Game START, red"
40170,"Simon Game START, blue"
40171,"Simon Game START, green"
40172,"Simon Game START, yellow"
40173,制造灌注精华的月亮石
40175,灵魂锁链
40176,"Simon Game pre-game Begin, blue"
40177,"Simon Game pre-game Begin, green"
40178,"Simon Game pre-game Begin, red"
40179,"Simon Game pre-game Begin, yellow"
40184,惊魂尖叫
40186,"Summon Blossom Move Target"
40187,水之精华
40188,召唤末日之花
40189,大地精华
40190,火焰精华
40191,"Legion Ring - Knockback"
40192,奥的灰烬
40194,"Bombing Run: Invisibility"
40195,"Bombing Run: See Invisibility"
40196,"Bombing Run: Hunter's Mark"
40197,"Bombing Run: On Quest Accept"
40198,"Bombing Run: On Quest Complete"
40201,"OCW Aeris Landing Whisper to Controller"
40203,"OCW COT Alliance Whisper to Controller 01"
40204,"OCW Sporeggar Whisper to Controller"
40205,"OCW TOTE Whisper to Controller 01"
40206,"OCW Silvermoon Whisper to Controller 01"
40207,"OCW Silvermoon Whisper to Controller 02"
40208,"OCW Silvermoon Whisper to Controller 03"
40209,虚空幼龙变形
40210,"OCW Silvermoon Whisper to Controller 04"
40212,龙喉虚空幼龙
40213,"OCW COT Horde Whisper to Controller 01"
40214,龙喉幻像
40217,"OCW COT Horde Whisper to Controller 02"
40218,"OCW COT Alliance Whisper to Controller 02"
40219,强力旋风斩
40222,击碎盾牌
40223,"Clintar - Periodic Agro"
40224,"Clintar Agro Pulse"
40226,"Armor Penetration 196"
40230,"Armor Penetration 300"
40232,"Increase Healing 400"
40233,"OCW Auchindoun Whisper to Controller 01"
40234,"OCW Auchindoun Summon Adventurer"
40235,"OCW Auchindoun Summon Portal"
40237,鹰的守护
40238,圣灵之力
40240,雄鹰的敌意
40241,猎鹰之速
40243,毁灭之影
40244,"Simon Game - Visual - Button Push, Blue"
40245,"Simon Game - Visual - Button Push, Green"
40246,"Simon Game - Visual - Button Push, Red"
40247,"Simon Game - Visual - Button Push, Yellow"
40249,"Legion Ring - Fel Hound Transform"
40250,"Improved Duration"
40251,死亡之影
40252,"OCW Auchindoun Whisper to Controller 02"
40253,熔岩烈焰
40254,"Cosmetic - Legion Ring Immunity"
40256,"Attack Power - Feral (+0745)"
40258,"Armor Penetration 150"
40259,野猪冲锋
40260,"Copy of Increase Spell Dam 233"
40261,"Increase Spell Dam 213"
40262,超级跳跃
40267,"Copy of Haste"
40272,"Copy of Attack Power 34"
40274,狂野机械护目镜
40277,"OCW Aeris Landing On Quest Check"
40278,"OCW Not On Quest Override"
40280,"Boss Shadow Portal State"
40281,"Simon Game pre-game Begin, blue aura"
40282,"Possess Spirit Immune"
40283,"Simon Game END, blue"
40284,"Simon Game END, green"
40285,"Simon Game END, red"
40286,"Simon Game END, yellow"
40287,"Simon Game pre-game Begin, green aura"
40288,"Simon Game pre-game Begin, red aura"
40289,"Simon Game pre-game Begin, yellow aura"
40290,"Copy of Drain Life"
40292,"Copy of Torment of the Worgen"
40294,"OCW Auchindoun On Quest Check"
40295,"OCW Dark Portal Alliance On Quest Check"
40296,"OCW Exodar 01 On Quest Check"
40297,"OCW COT Alliance On Quest Check"
40298,"OCW Exodar 02 On Quest Check"
40299,"OCW Sporeggar On Quest Check"
40300,"OCW Dark Portal Horde On Quest Check"
40301,"OCW TOTE On Quest Check"
40302,"OCW Silvermoon On Quest Check"
40303,法术炸弹
40304,"OCW COT Horde On Quest Check"
40308,灵魂石像形态
40309,占据恶魔
40310,"Apexis Vibrations (Quest)"
40311,"Apexis Emanations (Quest)"
40312,"Apexis Enlightenment (Quest)"
40313,"Legion Ring - Player Force-Cast North 01"
40314,灵魂箭雨
40319,金猪
40322,灵魂之盾
40326,召唤暗影构造体
40327,萎缩
40328,维姆高尔之言
40329,怒吼传感器
40330,伤害减免
40331,轰炸
40333,蓝色新星
40337,冒险者的光临
40338,召唤雄鹰
40339,"Force Target to Summon Raven Add"
40341,"Legion Ring - Tractor Beam"
40342,"Increase Healing 128"
40346,龙喉印记
40347,"Talbuk Tagging Credit"
40349,腐蚀瘟疫
40350,腐蚀天灾
40352,"OCW Auchindoun Whisper to Controller 03"
40353,近战减速
40355,伤害增强：奥术伤害和自然伤害
40356,龙喉之怒
40357,"Legion Ring - Character Invis and Immune"
40358,死亡之锤
40359,"Simon Game END timer (DND)"
40360,"Dark Portal - Summon Horde Soldier"
40361,"Dark Portal - Summon Alliance Soldier"
40362,"Simon Game START timer, Force Periodic"
40364,纠缠根须传感器
40365,告知主人
40366,安苏的印记
40367,扭曲冲击
40368,虚空漩涡
40369,儿童周法术：强制主人施法
40370,放逐
40371,"Summon Soldier Trigger (horde)"
40373,"Trigger Creature Special"
40380,"Legion Ring - Shield Defense Beam"
40381,"Legion Ring - Death Beam"
40382,"Legion Ring - Charm - North 02 (Possess)"
40383,"Legion Ring - Player Force-Cast North 02"
40384,"Simon Game On/Off Switch Clicked (DND) unused"
40385,"Force Target's Master to Cast Spell on Caster"
40386,"Increased Stun Resist +10%"
40387,"Simon Game - Visual - Game Start"
40388,"告知主人 （联盟）"
40389,乌鸦节能
40390,"Summon Soldier Trigger (Alliance)"
40391,"Simon Game - Visual - Game Tick"
40393,埃辛诺斯的灰烬
40394,恶魔灌注
40397,召唤麻鹰
40398,"Demon Transform 2"
40401,影魂引导
40402,冥思
40403,召唤玛维
40404,"Legion Ring - Enter Stage N02"
40406,制造幸运金币
40407,伊利达雷坦克盾牌
40408,牢不可破
40409,"Maiev Down"
40416,凝视之怒
40418,"Fixated Rage Primer"
40419,碎骨溅射
40427,鸟群召唤
40433,迁跃裂隙
40436,"Simon Game - Visual - Level Start"
40437,"Simon Game - Visual - Game Failed"
40438,"Priest Tier 6 Trinket"
40439,"Legion Ring - Stage 1 Failure Instakill"
40440,神圣祝福
40442,"Druid Tier 6 Trinket"
40443,"格挡值 87"
40444,黑暗神庙坦克饰品
40445,雷姆洛斯的祝福
40447,"Akama Soul Channel"
40450,"Melee Instakill"
40452,塞纳留斯的祝福
40456,保卫者的活力
40457,弧光打击
40458,"Warrior Tier 6 Trinket"
40459,火焰之血
40460,"Rogue Tier 6 Trinket"
40462,"Legion Ring - Felhound Transform"
40463,"Shaman Tier 6 Trinket"
40468,放置有毒的羊肉
40470,"Paladin Tier 6 Trinket"
40471,耐久圣光
40472,持久审判
40474,召唤灰舌防御者
40475,"Black Temple Melee Trinket"
40476,召唤灰舌巫师
40478,术士T6饰品效果
40479,"Legion Ring - Mo'arg Transform"
40480,灰舌之力
40481,酸性创伤
40482,"Mage Tier 6 Trinket"
40483,灰舌的洞察
40485,"Hunter Tier 6 Trinket"
40486,弹射
40487,致命瞄准
40489,"Melee Instakill 2"
40490,共鸣回馈
40491,混乱打击
40494,"Simon Game, switched ON"
40495,"Simon Game, switched OFF"
40496,混乱重击
40497,混乱冲锋
40498,"Legion Ring - Cancel Character Invis and Immune"
40499,"Simon Game, switched ON, enable Off switch"
40502,"Simon Game - Create Bunny"
40503,占据转移
40506,恶魔形态
40507,"Cosmetic - Legion Ring - Shivan Stasis"
40508,邪酸吐息
40509,取消翡翠梦境之握
40510,"Demon Transform 3"
40511,"Demon Transform 1"
40512,"Simon Game, switched ON, disable Off switch"
40514,深海项链
40517,"Nether Drake Dismount"
40521,"Legion Ring - Player Force-Cast North 03"
40522,"Legion Ring - Enter Stage N03"
40523,"Legion Ring - Charm - North 03 (Possess)"
40524,召唤因斯迪安
40525,里兹尔的冰霜手榴弹
40526,瓶中的小鬼
40532,沼泽花击退
40534,"Legion Ring - Beholder Transform"
40542,扭曲护甲
40545,邪恶生长
40547,打断邪恶生长
40548,制造充能的聚焦水晶
40549,蕉蕉
40553,"Periodic Grenade Toss"
40555,"Armor Penetration 154"
40557,飞跃攻击光环
40558,奥格瑞拉测试生成器
40559,奥格瑞拉变形增益
40560,惩罚打击
40567,不稳定的强盗合剂
40568,不稳定的长者合剂
40569,邪能喷泉
40570,科隆克的光环
40571,"Swim Speed"
40572,不稳定的野兽合剂
40573,不稳定的医师合剂
40574,午餐伞
40575,不稳定的士兵合剂
40576,不稳定的巫术合剂
40585,黑暗弹幕
40592,战争震击
40594,邪能狂怒
40596,"Swim Speed (self)"
40597,驱逐
40603,嘲讽古尔图格
40605,"Cosmetic - Legion Ring - Eredar Pre-Gate Beam"
40606,邪能喷泉目标
40608,"Cosmetic - Legion Ring Purple Lightning"
40613,威利
40614,蛋蛋
40615,"Charged Crystal Focus Consume"
40616,"Fel Rage 2"
40618,毫无意义
40622,负极跳跃
40623,埃匹希斯的感应
40625,埃匹希斯的顿悟
40626,埃匹希斯的启迪
40632,召唤猎手吉萨拉克
40634,小新
40635,"Gezzarak Trigger"
40636,恐惧怒吼
40638,"Willy Focus"
40639,"Arcane Beam"
40640,召唤卡尔洛格
40641,"Karrog Trigger"
40642,召唤黑暗尖啸者阿克卡莱
40643,"Darkscreecher Akkarai Trigger"
40644,召唤风怒者瓦克奇斯
40645,"Vakkiz the Windrager Trigger"
40646,"Cosmetic - Legion Ring Eredar Lightning"
40648,"Legion Ring - Wrath Hound Transform"
40650,"Test Random Mortar Target"
40651,鸟巢食人魔咖啡
40655,天空卫队的闪耀
40657,上古烈焰
40660,水晶真空
40661,"Charged Crystal Focus Check"
40662,"60 sec Cooldown Creature Special"
40667,根须
40673,"Legion Ring - Fel Cannon Transform"
40674,工作的动作
40675,制造便携邪能火炮
40676,"Build Portable Fel Cannon Primer"
40677,"15 sec Cooldown Creature Special"
40679,"Armor Penetration 161"
40680,"Armor Penetration 126"
40681,召唤弗雷文
40682,召唤欧比斯迪
40684,"Mine Cart"
40686,"Attack Power 8"
40691,"Stun Resistance 5"
40692,大型软泥怪聚合
40693,牢笼陷阱
40694,"牢笼陷阱 - 召唤"
40695,禁锢
40706,"Increased Stun Resist 05"
40714,眩晕和困惑
40715,"军团挑战场 - 护盾破裂"
40716,召唤雷文达克
40722,鸦人之神的意志
40726,天选者的战意
40727,寒冰跳跃
40728,暴烈乱舞
40729,强化反射
40730,检查玩家
40731,"格挡值 33"
40732,懒惰
40734,"Ethereal Ring Cannon: Cannon Aura"
40735,挑衅与激怒
40738,"军团挑战场 - 摧毁护盾"
40739,燃烧之影
40744,埃匹希斯水晶灌注
40750,"Ethereal Ring Cannon, The Bolt Bunny"
40751,扰乱魔法
40758,"Ethereal Ring: The Bolt"
40762,"Peon Clear All"
40764,缝合鳞片
40769,"Shivan Self Cleansing"
40771,法术反射光环
40773,碎片外皮
40774,"Stun Pulse"
40775,"Stun Zone"
40776,"Summon Stun Zone Graphic"
40777,"Stun Rope Attunement"
40778,"Stun Rope"
40779,"Summon North Stun Rope"
40780,"Summon South Stun Rope"
40781,"Summon East Stun Rope"
40782,"Summon West Stun Rope"
40784,召唤昏迷陷阱
40786,"Cannon - Summon Mortar Target"
40788,"Shoot Me"
40790,目标标记
40794,召唤标尺
40795,"Knockback Immune Fly"
40796,"Possess Targetting Reticle"
40797,召唤火炮
40798,PvP控制器
40799,瓦解爆炸
40801,"Ethereal Ring: The Bolt Burst"
40802,"Mingo's Fortune Generator"
40803,"Ron's Test Buff"
40810,军刀猛刺
40811,灵翼盟友
40812,龙喉飞行导师
40814,召唤训诫靴
40817,召唤放逐之门
40819,投掷龙喉鸡尾酒
40821,疯狂之触
40822,ZoomTemp
40823,沉默尖啸
40824,疯狂裂隙
40826,"Legion Ring - Eye Stalk Transform"
40827,罪孽射线
40828,"Banish the Demons: Cast Kill Credit on Master"
40830,"Banish the Demons: Banishment Beam Periodic Aura Effect"
40831,"Dragonmaw Flight Instructor Choose Loc"
40832,烈焰碰撞
40834,苦痛之焰
40838,龙喉鸡尾酒
40844,投掷锄头
40847,"Dragonmaw Knockdown: The Aggro Check Aura"
40848,"Dragonmaw Knockdown: The Aggro Check"
40849,"Banish the Demons: Banishment Periodic Aura"
40850,"Dragonmaw Knockdown: The Aggro Burst"
40851,怒火
40852,"Dragonmaw Knockdown Choose Loc"
40854,"Akama Soul Retrieve"
40855,"Akama Soul Expel"
40856,牧绳
40857,"Banish the Demons: Banishment Beam Periodic Aura"
40858,"Ethereal Ring, Cannon Visual"
40859,邪恶射线
40860,败德射线
40861,堕落射线
40862,"Sinful Periodic"
40863,"Sinister Periodic"
40864,心悸
40865,邪恶射线持续效果
40866,堕落射线持续效果
40867,"Random Periodic"
40868,"Ethereal Ring, Cannon Death Visual, end"
40869,致命吸引
40874,毁灭之毒
40876,厄运箭
40878,末日震爆
40880,棱彩光环：暗影
40882,棱彩光环：火焰
40883,棱彩光环：自然
40885,缠绕
40886,制造麻鹰哨
40887,协助
40888,强制协助
40889,召唤阿尔索恩的麻鹰
40890,泥齿的烂南瓜
40891,棱彩光环：奥术
40894,考洛克的骨墙
40895,猛刺
40896,棱彩光环：冰霜
40897,棱彩光环：神圣
40899,邪火特效
40900,"Corlok's Skull Barrage Knockdown"
40902,"Akama Soul Retrieve Channel"
40905,泥齿的烂南瓜击倒
40907,"Wrangle Aether Rays: Summon Wrangled Aether Ray"
40909,特罗普的泥浆大炮
40917,"Wrangle Aether Rays: Character Force Cast"
40926,"Wrangle Aether Rays: Wrangling Rope Channel"
40927,"Akama Soul Expel Channel"
40928,艾克曼的火球
40929,"Ichman's Blazing Fireball Knockdown"
40930,穆维里克的闪电球
40933,"Attack Power 120"
40935,护甲损减
40938,伊利达雷烈焰
40945,碎空
40952,"Ethereal Ring, Cannon Death Visual, start"
40954,"TEST - LAB - Shade of Akama"
40955,"Summon Shade of Akama Trigger"
40957,"Blade's Edge Terrace Demon Boss Summon 1"
40958,"Blade's Edge Terrace Demon Boss Summon Trigger"
40959,"Blade's Edge Terrace Demon Boss Summon 2"
40960,"Blade's Edge Terrace Demon Boss Summon 3"
40961,"Blade's Edge Terrace Demon Boss Summon 4"
40962,"Blade's Edge Terrace Demon Boss Summon Branch"
40964,"Fel Crystalforge: Create 1 Flask"
40965,"Fel Crystalforge: Create 5 Flasks"
40967,召唤被驯服的始祖雏龙
40968,"Bash'ir Crystalforge: Create 1 Flask"
40969,玛利斯特的冰霜魔杖
40970,"Bash'ir Crystalforge: Create 5 Flasks"
40971,治疗加成
40974,噩梦石形态
40976,淤泥泡沫
40978,菲纳特的爆竹
40980,熔火烈焰
40981,"Periodic Lightning Zap"
40983,"Resonant Feedback Cancel"
40989,岩石闪电脉冲
40990,臭臭
40991,"Ethereal Ring - Eat Friend"
40997,错觉
40998,偷窃狂
40999,自大
41003,"Terokk Trigger"
41004,召唤泰罗克
41009,自恋
41028,"BET boss spews, aura"
41029,"BET boss spews, effect"
41031,浓缩泰罗果汁
41032,剪切
41033,混乱充能
41034,法术吸收
41035,"Four Dragons: Force Cast - Obsidia"
41036,"Four Dragons: Reagents - Obsidia"
41037,"Mangle AP Buff"
41038,白鹿印记
41039,混乱惩戒
41042,"Judgement Block Value"
41043,光明使者的壁垒
41044,"Four Dragons: Force Cast - Rivendark"
41045,"Four Dragons: Reagents - Rivendark"
41046,"Summon Bash'ir Boss East"
41047,暗影共鸣
41049,"Four Dragons: Reagents - Furywing"
41050,"Four Dragons: Force Cast - Furywing"
41051,"Four Dragons: Reagents - Insidion"
41052,"Four Dragons: Force Cast - Insidion"
41053,反手刃
41054,"Copy Weapon"
41060,返回
41063,混乱之光
41066,距冰冠冰川太远了！
41067,血溅
41073,"Raise Dead Check"
41075,虚空矿洞货车
41077,"Akama Teleport"
41079,"Shadow Demon Passive"
41080,吞噬灵魂
41081,寻找目标
41086,寒冰陷阱
41090,"Simon Game - Port Bunny Large"
41092,啖肉
41102,"Stance Cooldown"
41105,防御光环
41106,战争光环
41107,狂暴光环
41108,召唤托尔库斯二世
41109,"Periodic - Summon Torkus Jr."
41110,"Simon Game pre-game Begin, yellow Large"
41111,"Simon Game pre-game Begin, red Large"
41112,"Simon Game pre-game Begin, green Large"
41113,"Simon Game pre-game Begin, blue Large"
41117,召唤影魔
41122,"军团挑战场 - 沙图尔死亡"
41123,召唤布隆库
41124,埃匹希斯召唤
41125,"军团挑战场 - 恐惧之喉死亡"
41126,火焰爆裂
41128,托兰纳古之眼
41129,"军团挑战场 - 眼魔死亡"
41130,"Toranaku - Character Invis and Immune"
41132,迅钢护腕
41133,迅钢护肩
41134,晨钢护腕
41135,晨钢护肩
41136,"Quest - Port Skettis Prisoner - Location 01"
41137,"Simon Game, begin game, solo"
41138,"Quest - Port Skettis Prisoner - Location 02"
41139,"Simon Game, begin game, group"
41141,"Quest - Port Skettis Prisoner - Location 03"
41142,恐怖光环
41145,"Simon Game, begin game, solo (Get Reagents)"
41146,"Simon Game, begin game, group (Get Reagents)"
41147,"Quest - Skettis Prisoner Cage Summon"
41152,投掷匕首
41153,"Simon Game, suppress Mobs"
41154,"Simon Game, suppress Mobs test"
41156,新生护腕
41157,新生护肩
41158,迅捷打击护腕
41160,迅捷打击护肩
41161,闪电反射护腕
41162,闪电反射护肩
41163,生命之地护腕
41164,生命之地护肩
41168,音速打击
41171,骷髅射击
41175,召唤灰舌盗贼
41181,鸦人伪装
41182,震荡投掷
41205,敏锐思维护腕
41206,敏锐思维衬肩
41207,迅捷治疗护腕
41208,迅捷治疗衬肩
41213,投掷盾牌
41215,"Summon Bash'ir Boss North"
41216,"Summon Bash'ir Boss South"
41217,"Summon Bash'ir Boss West"
41218,死亡
41219,"Bash'ir Landing Boss: Reagent - East"
41221,传送玛维
41222,"Bash'ir Landing Boss: Reagent - North"
41223,"Bash'ir Landing Boss: Reagent - South"
41224,"Bash'ir Landing Boss: Reagent - West"
41225,"Bash'ir Landing Boss: Force Cast - East"
41226,"Bash'ir Landing Boss: Force Cast - North"
41227,"Bash'ir Landing Boss: Force Cast - South"
41228,"Bash'ir Landing Boss: Force Cast - West"
41230,血之预言
41232,"Teleport Visual Only"
41233,野蛮古龙水
41234,传送：黑暗神殿
41235,"Simon Game - Visual - Level Start Offset"
41236,"Teleport Visual"
41237,"Charged Crystal Focus"
41238,鲜血吸取
41241,"Simon Game - Bad Press"
41242,"Akama Despawn"
41245,灵魂冲击
41246,共享痛苦
41248,回复打击
41250,米维克索斯的祝福
41251,战斗之怒
41252,乌鸦之神
41255,传送到海加尔山
41256,传送到黑暗神殿
41257,"Simon Game - Visual - Game Failed (Large)"
41259,"Simon Game, Reward Offset"
41260,艾维娜的决心
41261,战斗之威
41262,艾维娜的意志
41263,战斗之勇
41267,打开复仇派静止间
41268,"Quest - Black Temple - Akama - Door Open"
41269,"Quest - Black Temple - Deathsworn - Door Open"
41270,雷萨赫尔顿射线
41271,"Quest - Black Temple - Akama - Door Fail"
41272,巨兽冲击
41273,深水珍珠
41274,邪能践踏
41275,"Ethereal Ring, Summon Boss 3 Lieutenant"
41277,灼热彗星
41278,"Taxi - Skyguard Outpost to Skettis"
41279,"Taxi - Skettis to Skyguard Outpost"
41281,残废
41283,深渊投掷
41284,深渊冲击
41285,"Reth'hedron Knockdown: The Aggro Check"
41286,"Reth'hedron Knockdown: The Aggro Burst"
41287,"Reth'hedron Knockdown Choose Loc"
41289,"Ethereal Ring, Signal Flare"
41291,灵魂火炮
41292,受难光环
41293,"Ethereal Ring, Signal Flare Burst"
41296,受难精华
41299,遗忘魔焰裁缝
41300,"Simon Game - Visual - Game Start TEST"
41301,迷失雕像
41302,"Cosmetic - Bash'ir Spawn Lightning"
41303,灵魂吸取
41304,蓝酒
41306,红酒
41307,陀螺平衡氪金重枪
41310,"Immune Root/Stun/Polymorph"
41311,审判者护目镜2000型
41312,坦克眼镜
41313,"Immune Fear/Stun/Snare"
41314,必中护目镜V2.0
41315,齿轮风暴护目镜
41316,活力复制器
41317,死亡一击护目镜X11型
41318,奇迹治疗罩XT40型
41319,月光放大护目镜
41320,毁灭全视护目镜
41321,超级治疗射线4000型
41332,"Blade's Edge - Bash'ir Materialization Beam 01"
41333,苍天的守恒
41335,"Blade's Edge - Bash'ir Materialization Beam 02"
41336,"Blade's Edge - Bash'ir Materialization Beam 03"
41339,"Cosmetic - Legion Ring Purple Lightning (Self)"
41340,"Reth'hedron Quest Complete"
41341,能量均衡
41342,共享统治
41345,心醉神迷
41346,毒性投掷
41348,4级奥术充能
41350,渴望光环
41351,活力诅咒
41353,痛苦鞭笞
41357,1级奥术充能
41360,5级奥术充能
41364,沸腾
41365,"Blade's Edge - Bash'ir Materialization Beam 00"
41369,痛苦之怒
41371,痛苦之罩
41376,敌意
41381,生命之罩
41392,回刺
41397,迷惑
41398,"Simon Game - Audible - Button Push, Blue"
41402,克希利的恢复
41405,克希利之光
41407,"Simon Game, Audible Offset"
41411,"Cloak Exchange: Force Cast"
41412,"Cloak Exchange: Reagent"
41413,"Cloak Exchange: Create 1 Apexis Crystal"
41414,耀眼的珍珠戒指
41415,黑色明珠
41418,海巫之冠
41420,纯净裂纹珍珠
41421,短暂昏迷
41423,释放露西尔
41425,低温
41427,"Lucille Feed Credit Trigger"
41428,"Summon Lucille Credit"
41429,纯净暗影珍珠
41431,符文护盾
41432,"Demon Slaying 50"
41433,"Demon Slaying 200"
41434,埃辛诺斯双刃
41443,特效奥术防护药锅
41446,萨格拉斯的诅咒视界
41449,解散虚空鳐
41450,保护祝福
41451,法术结界祝福
41453,多彩抗性光环
41454,"Quest Complete Dragonmaw Raid"
41457,"Ethereal Ring Visual, Lightning Start (DND)"
41460,配方：特效奥术防护药锅
41466,召唤宽剑
41471,强力惩击
41473,"Judgement Primer"
41475,反射之盾
41477,"Ethereal Ring Visual, Lightning Aura"
41480,致命打击
41488,召唤苦痛精华
41493,召唤欲望精华
41494,特效火焰防护药锅
41495,特效冰霜防护药锅
41496,召唤愤怒精华
41497,特效自然防护药锅
41498,特效暗影防护药锅
41499,苍天的平衡
41504,配方：特效火焰防护药锅
41505,配方：特效冰霜防护药锅
41506,配方：特效自然防护药锅
41507,配方：特效暗影防护药锅
41513,黑色灵翼幼龙
41514,青色灵翼幼龙
41515,蓝色灵翼幼龙
41516,紫色灵翼幼龙
41517,绿色灵翼幼龙
41518,红色灵翼幼龙
41519,怒风印记
41521,"Exalted Aura"
41522,"Exalted Aura Effect"
41523,"Revered Ogri'la Aura"
41525,"Ethereal Ring Visual, Lightning Aura (Fork)"
41527,"Immune NPC"
41533,灵翼飞翔
41535,"Enslaved Soul Passive"
41537,召唤被奴役的灵魂
41543,"Summon Reins (Jorus)"
41544,"Summon Reins (Malfas)"
41546,"Summon Reins (Onyxien)"
41547,"Summon Reins (Suraku)"
41548,"Summon Reins (Voranaku)"
41549,"Summon Reins (Zoya)"
41550,瓦解射线
41557,"Revered Ogri'la Aura Effect"
41558,遗忘月布裁缝
41559,遗忘暗纹裁缝
41560,"Ethereal Ring Visual, Lightning Jumper (DND)"
41562,"Increased Mana Regen"
41563,遗忘药水大师
41564,遗忘药剂大师
41565,遗忘转化大师
41566,"Teleport to Ashtongue NPC's"
41567,"Ethereal Ring Visual, Lightning Jumper Aura"
41568,"Teleport to Ashtongue NPC Trigger"
41569,"Ethereal Ring, Boss 3 spawn-in"
41570,"Teleport to Council"
41571,"Teleport to Council Trigger"
41574,"Revered Skyguard Aura"
41575,"Revered Skyguard Aura Effect"
41579,寒冰冲击
41583,伊利达雷之火
41586,美酒节祝酒
41588,瓦丝琪的印记
41589,净化火焰
41593,烈焰守护
41594,冰霜守护
41595,暗影守护
41598,"Knockdown Felcannon: The Bolt Pair"
41601,太阳印记
41604,沙塔斯超级能量
41605,沙塔斯强效回复
41606,沙塔斯无情突袭
41607,沙塔斯强固
41616,提问的动作
41621,鹿角小飞兔网
41622,"Create Stunned Wolpertinger Item"
41623,痛苦精华被动效果
41625,邪能狂暴3
41626,消灭精魄
41629,混乱形态
41630,烈焰急速
41631,缓速寒冰
41633,制造备用伊利达雷徽章
41634,隐形和潜行侦测
41641,强化防御
41650,命中提高
41730,精准等级
41909,"Hell Hath a Fury: Hex of Air Knockback"
41911,"Cosmetic - Legion Ring Degrader"
41913,"Parasitic Shadowfiend Passive"
41914,寄生暗影魔
41915,召唤寄生暗影魔
41916,"Cosmetic - Legion Ring Shield Lightning"
41918,"Cosmetic - Legion Ring Shield Explode"
41920,装酒
41921,使用盛满的美酒节酒杯
41922,纠缠自身
41931,酒杯变形
41932,野蛮撕咬
41933,轰炸目标
41939,狂暴冲撞
41940,割裂撕咬
41942,"Revert to Mug"
41952,"Simon Game, Group Reward pre-spell , Apexis Summoning 1"
41953,增长
41954,召唤漩涡
41956,"无人之地 -> 永歌森林"
41965,堕落之光
41968,"无人之地 -> 贫瘠之地"
41969,"无人之地 -> 纳格兰"
41973,"Increase Spell Dam 199"
41974,"Attack Power - Feral (+0697)"
41978,衰弱之毒
41980,dd0
41981,尘埃力场
41983,邪兽人幻像
41985,雷象消散射线
41989,愤怒之拳
41995,呕吐
41997,射程标注
41999,移除死亡之影
42004,"Apexis Enlightenment (DND)"
42005,血液沸腾
42008,制造物品
42009,评论员的赦令
42010,"Doomguard Spawn (DND)"
42012,"QAEnchant Weapon Spellsurge"
42013,"QAE Charm"
42018,牛头人的独木舟
42019,"Simon Game - Visual - Game Tick Large"
42020,直接使用材料制造物品
42021,"Force Cast"
42025,灵魂治愈
42028,召唤灰舌元素
42029,召唤灰舌缚灵者
42033,"Copy of Block Value 38"
42034,"格挡值 81"
42035,"Ashtongue Wave B"
42036,多重效果
42038,"格挡值 117"
42039,"Attack Power 124"
42040,"Increase Spell Dam 203"
42041,"Holy Damage Bonus 43"
42042,"Spell Portal: Red"
42043,"Spell Portal: Purple"
42044,"Spell Portal: Holy"
42045,"Spell Portal: Nature"
42046,"Spell Portal: Frost"
42047,"Boss Arcane Portal State"
42048,"Boss Fire Portal State"
42049,"Boss Frost Portal State"
42050,"Boss Nature Portal State"
42051,"Boss Holy Portal State"
42053,"Dummy Aura"
42054,"Dummy Aura Removed - Create Item"
42056,"Increased Spell Penetration 23"
42057,"Increase Spell Dam 185"
42059,"Increase Healing 486"
42061,"Armor Penetration 335"
42062,"Increase Spell Dam 259"
42064,"Increased Dagger"
42070,"Increase Healing 431"
42071,"Increase Spell Dam 209"
42072,"Floating Spirit"
42073,"Ashtongue Wave A"
42074,"Headless Horseman - Fire"
42075,"Headless Horseman - Visual - Large Fire"
42076,"Increase Spell Dam 63"
42077,"Increase Healing 119"
42078,"格挡值 93"
42079,"Headless Horseman - Spread Fire"
42080,"Headless Horseman - Fire onSpawn"
42083,波涛之怒
42085,"Attack Power - Feral (+0731)"
42089,"Increase Healing 103"
42090,灰舌伪装
42091,"Headless Horseman - Fire Size"
42094,"Armor Penetration 91"
42095,"Armor Penetration 175"
42096,"Headless Horseman - Fire onSpawn, Size"
42097,"Copy of Armor Penetration 126"
42098,"Armor Penetration 140"
42099,"Increase Spell Dam 74"
42104,"格挡值 72"
42105,"Copy of Block Value 51"
42106,"格挡值 112"
42107,"Attack Power 102"
42110,"Increase Healing 443"
42111,"Increase Spell Dam 236"
42112,"Headless Horseman - Update Size"
42113,"Armor Penetration 210"
42114,"Headless Horseman - Fire Extinguish (with missile)"
42116,"Attack Power - Feral (+0826)"
42118,"Headless Horseman - Create Fire Node"
42120,"Increase Healing 375"
42121,"Attack Power - Feral (+0788)"
42122,"Increase Spell Dam 225"
42124,"Increase Spell Dam 194"
42125,"Increase Healing 364"
42127,"Increase Healing 423"
42129,"First Person Camera"
